Name,Energy Type,Set Name,Set Code,Card Number,Card Type,HP,Attacks,Weakness,Retreat Cost,Illustrator,Flavor Text,Image URL,Rarity,Pack,Local Image Path
Marshadow,Fighting,Mythical Island,A1a,74,Pokémon - Basic,80,"[{'name': 'Revenge', 'cost': ['FC'], 'damage': '40+', 'effect': ""If any of your Pokémon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 60 more damage.""}]",Psychic,1,OKACHEKE,"It slips into the shadows of others and mimics their powers and movements. As it improves, it becomes stronger than those it’s imitating.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_074_EN.webp,☆,Mew,cards/mythical-island/74.webp
Celebi ex,Grass,Mythical Island,A1a,75,Pokémon - Basic,130,"[{'name': 'Powerful Bloom', 'cost': ['GC'], 'damage': '50x', 'effect': 'Flip a coin for each Energy attached to this Pokémon. This attack does 50 damage for each heads.'}]",Fire,1,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_075_EN.webp,☆☆,Mew,cards/mythical-island/75.webp
Gyarados ex,Water,Mythical Island,A1a,76,Pokémon - Stage 1 - Evolves from Magikarp,180,"[{'name': 'Rampaging Whirlpool', 'cost': ['WWWC'], 'damage': '140', 'effect': ""Discard a random Energy from among the Energy attached to all Pokémon (both yours and your opponent's).""}]",Lightning,3,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_076_EN.webp,☆☆,Mew,cards/mythical-island/76.webp
Mew ex,Psychic,Mythical Island,A1a,77,Pokémon - Basic,130,"[{'name': 'Psyshot', 'cost': ['P'], 'damage': '20', 'effect': ''}, {'name': 'Genome Hacking', 'cost': ['CCC'], 'damage': '0', 'effect': ""Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.""}]",Darkness,1,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_077_EN.webp,☆☆,Mew,cards/mythical-island/77.webp
Aerodactyl ex,Fighting,Mythical Island,A1a,78,Pokémon - Stage 1 - Evolves from Old Amber,140,"[{'name': 'Land Crush', 'cost': ['FC'], 'damage': '80', 'effect': ''}]",Lightning,1,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_078_EN.webp,☆☆,Mew,cards/mythical-island/78.webp
Pidgeot ex,Colorless,Mythical Island,A1a,79,Pokémon - Stage 2 - Evolves from Pidgeotto,170,"[{'name': 'Scattering Cyclone', 'cost': ['CCC'], 'damage': '80+', 'effect': ""This attack does 20 more damage for each of your opponent's Benched Pokémon.""}]",Lightning,1,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_079_EN.webp,☆☆,Mew,cards/mythical-island/79.webp
Budding Expeditioner,,Mythical Island,A1a,80,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'Put your Mew ex in the Active Spot into your hand. Illustrated byYuu Nishida'}]",,,Yuu Nishida,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_080_EN.webp,☆☆,Mew,cards/mythical-island/80.webp
Blue,,Mythical Island,A1a,81,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': ""During your opponent's next turn, all of your Pokémon take −10 damage from attacks from your opponent's Pokémon. Illustrated byRyuta Fuse""}]",,,Ryuta Fuse,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_081_EN.webp,☆☆,Mew,cards/mythical-island/81.webp
Leaf,,Mythical Island,A1a,82,Trainer - Supporter,,"[{'name': 'Effect', 'cost': [], 'damage': '', 'effect': 'During this turn, the Retreat Cost of your Active Pokémon is 2 less. Illustrated byEn Morikura'}]",,,En Morikura,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_082_EN.webp,☆☆,Mew,cards/mythical-island/82.webp
Mew ex,Psychic,Mythical Island,A1a,83,Pokémon - Basic,130,"[{'name': 'Psyshot', 'cost': ['P'], 'damage': '20', 'effect': ''}, {'name': 'Genome Hacking', 'cost': ['CCC'], 'damage': '0', 'effect': ""Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.""}]",Darkness,1,HYOGONOSUKE,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_083_EN.webp,☆☆,Mew,cards/mythical-island/83.webp
Aerodactyl ex,Fighting,Mythical Island,A1a,84,Pokémon - Stage 1 - Evolves from Old Amber,140,"[{'name': 'Land Crush', 'cost': ['FC'], 'damage': '80', 'effect': ''}]",Lightning,1,danciao,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_084_EN.webp,☆☆,Mew,cards/mythical-island/84.webp
Celebi ex,Grass,Mythical Island,A1a,85,Pokémon - Basic,130,"[{'name': 'Powerful Bloom', 'cost': ['GC'], 'damage': '50x', 'effect': 'Flip a coin for each Energy attached to this Pokémon. This attack does 50 damage for each heads.'}]",Fire,1,kantaro,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_085_EN.webp,☆☆☆,Mew,cards/mythical-island/85.webp
Mew ex,Psychic,Mythical Island,A1a,86,Pokémon - Basic,130,"[{'name': 'Psyshot', 'cost': ['P'], 'damage': '20', 'effect': ''}, {'name': 'Genome Hacking', 'cost': ['CCC'], 'damage': '0', 'effect': ""Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.""}]",Darkness,1,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1a/A1a_086_EN.webp,Crown Rare,Mew,cards/mythical-island/86.webp
Bulbasaur,Grass,Genetic Apex,A1,1,Pokémon - Basic,70,"[{'name': 'Vine Whip', 'cost': ['GC'], 'damage': '40', 'effect': ''}]",Fire,1,Narumi Sato,There is a plant seed on its back right from the day this Pokémon is born. The seed slowly grows larger.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_001_EN.webp,◊,Mewtwo,cards/genetic-apex/1.webp
Ivysaur,Grass,Genetic Apex,A1,2,Pokémon - Stage 1 - Evolves from Bulbasaur,90,"[{'name': 'Razor Leaf', 'cost': ['GCC'], 'damage': '60', 'effect': ''}]",Fire,2,Kurata So,"When the bulb on its back grows large, it appears to lose the ability to stand on its hind legs.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_002_EN.webp,◊◊,Mewtwo,cards/genetic-apex/2.webp
Venusaur,Grass,Genetic Apex,A1,3,Pokémon - Stage 2 - Evolves from Ivysaur,160,"[{'name': 'Mega Drain', 'cost': ['GGCC'], 'damage': '80', 'effect': 'Heal 30 damage from this Pokémon.'}]",Fire,3,Ryota Murayama,Its plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_003_EN.webp,◊◊◊,Mewtwo,cards/genetic-apex/3.webp
Venusaur ex,Grass,Genetic Apex,A1,4,Pokémon - Stage 2 - Evolves from Ivysaur,190,"[{'name': 'Razor Leaf', 'cost': ['GCC'], 'damage': '60', 'effect': ''}, {'name': 'Giant Bloom', 'cost': ['GGCC'], 'damage': '100', 'effect': 'Heal 30 damage from this Pokémon.'}]",Fire,3,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_004_EN.webp,◊◊◊◊,Mewtwo,cards/genetic-apex/4.webp
Caterpie,Grass,Genetic Apex,A1,5,Pokémon - Basic,50,"[{'name': 'Find a Friend', 'cost': ['C'], 'damage': '0', 'effect': 'Put 1 random [G] Pokémon from your deck into your hand.'}]",Fire,1,Miki Tanaka,"For protection, it releases a horrible stench from the antenna on its head to drive away enemies.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_005_EN.webp,◊,Pikachu,cards/genetic-apex/5.webp
Metapod,Grass,Genetic Apex,A1,6,Pokémon - Stage 1 - Evolves from Caterpie,80,"[{'name': 'Bug Bite', 'cost': ['CC'], 'damage': '30', 'effect': ''}]",Fire,2,Yuka Morii,"It is waiting for the moment to evolve. At this stage, it can only harden, so it remains motionless to avoid attack.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_006_EN.webp,◊,Pikachu,cards/genetic-apex/6.webp
Butterfree,Grass,Genetic Apex,A1,7,Pokémon - Stage 2 - Evolves from Metapod,120,"[{'name': 'Gust', 'cost': ['GCC'], 'damage': '60', 'effect': ''}]",Fire,1,Shin Nagasawa,"In battle, it flaps its wings at great speed to release highly toxic dust into the air.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_007_EN.webp,◊◊◊,Pikachu,cards/genetic-apex/7.webp
Weedle,Grass,Genetic Apex,A1,8,Pokémon - Basic,50,"[{'name': 'Sting', 'cost': ['G'], 'damage': '20', 'effect': ''}]",Fire,1,Hajime Kusajima,"Often found in forests and grasslands. It has a sharp, toxic barb of around two inches on top of its head.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_008_EN.webp,◊,Mewtwo,cards/genetic-apex/8.webp
Kakuna,Grass,Genetic Apex,A1,9,Pokémon - Stage 1 - Evolves from Weedle,80,"[{'name': 'Bug Bite', 'cost': ['G'], 'damage': '30', 'effect': ''}]",Fire,2,miki kudo,"Almost incapable of moving, this Pokémon can only harden its shell to protect itself when it is in danger.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_009_EN.webp,◊,Mewtwo,cards/genetic-apex/9.webp
Beedrill,Grass,Genetic Apex,A1,10,Pokémon - Stage 2 - Evolves from Kakuna,120,"[{'name': 'Sharp Sting', 'cost': ['G'], 'damage': '70', 'effect': ''}]",Fire,1,You Iribi,It has three poisonous stingers on its forelegs and its tail. They are used to jab its enemy repeatedly.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_010_EN.webp,◊◊◊,Mewtwo,cards/genetic-apex/10.webp
Oddish,Grass,Genetic Apex,A1,11,Pokémon - Basic,60,"[{'name': 'Ram', 'cost': ['G'], 'damage': '20', 'effect': ''}]",Fire,1,HYOGONOSUKE,"If exposed to moonlight, it starts to move. It roams far and wide at night to scatter its seeds.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_011_EN.webp,◊,Charizard,cards/genetic-apex/11.webp
Gloom,Grass,Genetic Apex,A1,12,Pokémon - Stage 1 - Evolves from Oddish,80,"[{'name': 'Drool', 'cost': ['GC'], 'damage': '40', 'effect': ''}]",Fire,2,Anesaki Dynamic,Its pistils exude an incredibly foul odor. The horrid stench can cause fainting at a distance of 1.25 miles.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_012_EN.webp,◊◊,Charizard,cards/genetic-apex/12.webp
Vileplume,Grass,Genetic Apex,A1,13,Pokémon - Stage 2 - Evolves from Gloom,140,"[{'name': 'Soothing Scent', 'cost': ['GGC'], 'damage': '80', 'effect': ""Your opponent's Active Pokémon is now Asleep.""}]",Fire,3,Kyoko Umemoto,"It has the world’s largest petals. With every step, the petals shake out heavy clouds of toxic pollen.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_013_EN.webp,◊◊◊,Charizard,cards/genetic-apex/13.webp
Paras,Grass,Genetic Apex,A1,14,Pokémon - Basic,70,"[{'name': 'Scratch', 'cost': ['GC'], 'damage': '30', 'effect': ''}]",Fire,1,Naoyo Kimura,"The mushrooms, known as tochukaso, are controlling the bug. Even if the bug bugs the mushrooms, they tell it to bug off.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_014_EN.webp,◊,Pikachu,cards/genetic-apex/14.webp
Parasect,Grass,Genetic Apex,A1,15,Pokémon - Stage 1 - Evolves from Paras,120,"[{'name': 'Slash', 'cost': ['GGC'], 'damage': '80', 'effect': ''}]",Fire,2,Eri Yamaki,"The bug is mostly dead, with the mushroom on its back having become the main body. If the mushroom comes off, the bug stops moving.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_015_EN.webp,◊◊,Pikachu,cards/genetic-apex/15.webp
Venonat,Grass,Genetic Apex,A1,16,Pokémon - Basic,60,"[{'name': 'Tackle', 'cost': ['G'], 'damage': '20', 'effect': ''}]",Fire,1,HYOGONOSUKE,Poison oozes from all over its body. It catches small bug Pokémon at night that are attracted by light.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_016_EN.webp,◊,Mewtwo,cards/genetic-apex/16.webp
Venomoth,Grass,Genetic Apex,A1,17,Pokémon - Stage 1 - Evolves from Venonat,80,"[{'name': 'Poison Powder', 'cost': ['G'], 'damage': '30', 'effect': ""Your opponent's Active Pokémon is now Poisoned.""}]",Fire,1,Mina Nakai,"The wings are covered with dustlike scales. Every time it flaps its wings, it looses highly toxic dust.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_017_EN.webp,◊◊,Mewtwo,cards/genetic-apex/17.webp
Bellsprout,Grass,Genetic Apex,A1,18,Pokémon - Basic,60,"[{'name': 'Vine Whip', 'cost': ['G'], 'damage': '20', 'effect': ''}]",Fire,1,HYOGONOSUKE,"Even though its body is extremely skinny, it is blindingly fast when catching its prey.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_018_EN.webp,◊,Charizard,cards/genetic-apex/18.webp
Weepinbell,Grass,Genetic Apex,A1,19,Pokémon - Stage 1 - Evolves from Bellsprout,90,"[{'name': 'Razor Leaf', 'cost': ['GC'], 'damage': '40', 'effect': ''}]",Fire,2,Miki Tanaka,The leafy parts act as cutters for slashing foes. It spits a fluid that dissolves everything.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_019_EN.webp,◊◊,Charizard,cards/genetic-apex/19.webp
Victreebel,Grass,Genetic Apex,A1,20,Pokémon - Stage 2 - Evolves from Weepinbell,140,"[{'name': 'Vine Whip', 'cost': ['GC'], 'damage': '60', 'effect': ''}]",Fire,2,Sumiyoshi Kizuki,"Said to live in huge colonies deep in jungles, although no one has ever returned from there.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_020_EN.webp,◊◊◊,Charizard,cards/genetic-apex/20.webp
Exeggcute,Grass,Genetic Apex,A1,21,Pokémon - Basic,50,"[{'name': 'Seed Bomb', 'cost': ['G'], 'damage': '20', 'effect': ''}]",Fire,1,kawayoo,"Though it may look like it’s just a bunch of eggs, it’s a proper Pokémon. Exeggcute communicates with others of its kind via telepathy, apparently.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_021_EN.webp,◊,Charizard,cards/genetic-apex/21.webp
Exeggutor,Grass,Genetic Apex,A1,22,Pokémon - Stage 1 - Evolves from Exeggcute,130,"[{'name': 'Stomp', 'cost': ['G'], 'damage': '30+', 'effect': 'Flip a coin. If heads, this attack does 30 more damage.'}]",Fire,3,Yukiko Baba,Each of Exeggutor’s three heads is thinking different thoughts. The three don’t seem to be very interested in one another.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_022_EN.webp,◊◊◊,Charizard,cards/genetic-apex/22.webp
Exeggutor ex,Grass,Genetic Apex,A1,23,Pokémon - Stage 1 - Evolves from Exeggcute,160,"[{'name': 'Tropical Swing', 'cost': ['G'], 'damage': '40+', 'effect': 'Flip a coin. If heads, this attack does 40 more damage.'}]",Fire,3,PLANETA CG Works,,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_023_EN.webp,◊◊◊◊,Charizard,cards/genetic-apex/23.webp
Tangela,Grass,Genetic Apex,A1,24,Pokémon - Basic,80,"[{'name': 'Absorb', 'cost': ['GC'], 'damage': '40', 'effect': 'Heal 10 damage from this Pokémon.'}]",Fire,2,Midori Harada,"Hidden beneath a tangle of vines that grows nonstop even if the vines are torn off, this Pokémon’s true appearance remains a mystery.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_024_EN.webp,◊,Charizard,cards/genetic-apex/24.webp
Scyther,Grass,Genetic Apex,A1,25,Pokémon - Basic,70,"[{'name': 'Sharp Scythe', 'cost': ['G'], 'damage': '30', 'effect': ''}]",Fire,1,Hasuno,"It slashes through grass with its sharp scythes, moving too fast for the human eye to track.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_025_EN.webp,◊,Mewtwo,cards/genetic-apex/25.webp
Pinsir,Grass,Genetic Apex,A1,26,Pokémon - Basic,90,"[{'name': 'Double Horn', 'cost': ['GG'], 'damage': '50x', 'effect': 'Flip 2 coins. This attack does 50 damage for each heads.'}]",Fire,2,Eri Yamaki,"These Pokémon judge one another based on pincers. Thicker, more impressive pincers make for more popularity with the opposite gender.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_026_EN.webp,◊◊,,cards/genetic-apex/26.webp
Cottonee,Grass,Genetic Apex,A1,27,Pokémon - Basic,50,"[{'name': 'Attach', 'cost': ['C'], 'damage': '10', 'effect': ''}]",Fire,1,Kanako Eo,"It shoots cotton from its body to protect itself. If it gets caught up in hurricane-strength winds, it can get sent to the other side of the Earth.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_027_EN.webp,◊,,cards/genetic-apex/27.webp
Whimsicott,Grass,Genetic Apex,A1,28,Pokémon - Stage 1 - Evolves from Cottonee,80,"[{'name': 'Rolling Tackle', 'cost': ['C'], 'damage': '40', 'effect': ''}]",Fire,1,Atsuko Nishida,"It scatters cotton all over the place as a prank. If it gets wet, it’ll become too heavy to move and have no choice but to answer for its mischief.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_028_EN.webp,◊◊,,cards/genetic-apex/28.webp
Petilil,Grass,Genetic Apex,A1,29,Pokémon - Basic,60,"[{'name': 'Blot', 'cost': ['G'], 'damage': '10', 'effect': 'Heal 10 damage from this Pokémon.'}]",Fire,1,Naoyo Kimura,The leaves on its head grow right back even if they fall out. These bitter leaves refresh those who eat them.,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_029_EN.webp,◊,,cards/genetic-apex/29.webp
Lilligant,Grass,Genetic Apex,A1,30,Pokémon - Stage 1 - Evolves from Petilil,100,"[{'name': 'Leaf Supply', 'cost': ['GG'], 'damage': '50', 'effect': 'Take a [G] Energy from your Energy Zone and attach it to 1 of your Benched [G] Pokémon.'}]",Fire,1,You Iribi,"The fragrance of the garland on its head has a relaxing effect, but taking care of it is very difficult.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_030_EN.webp,◊◊,,cards/genetic-apex/30.webp
Skiddo,Grass,Genetic Apex,A1,31,Pokémon - Basic,70,"[{'name': 'Surprise Attack', 'cost': ['C'], 'damage': '40', 'effect': 'Flip a coin. If tails, this attack does nothing.'}]",Fire,1,Naoki Saito,"Until recently, people living in the mountains would ride on the backs of these Pokémon to traverse the mountain paths.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_031_EN.webp,◊,Charizard,cards/genetic-apex/31.webp
Gogoat,Grass,Genetic Apex,A1,32,Pokémon - Stage 1 - Evolves from Skiddo,120,"[{'name': 'Razor Leaf', 'cost': ['GCC'], 'damage': '70', 'effect': ''}]",Fire,2,You Iribi,"It can sense the feelings of others by touching them with its horns. This species has assisted people with their work since 5,000 years ago.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_032_EN.webp,◊,Charizard,cards/genetic-apex/32.webp
Charmander,Fire,Genetic Apex,A1,33,Pokémon - Basic,60,"[{'name': 'Ember', 'cost': ['R'], 'damage': '30', 'effect': 'Discard a [R] Energy from this Pokémon.'}]",Water,1,Teeziro,"It has a preference for hot things. When it rains, steam is said to spout from the tip of its tail.",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_033_EN.webp,◊,Charizard,cards/genetic-apex/33.webp
